Course Code,Section Code,Section Display Name,Est. Enroll.,ISBN,Title,Author,Publisher,Date,Edition,Required?,Supplier,Link,OK to Use Newer Edition?,OK to Use Older Edition?,Section Status,Submitted By
ACCT 2401,2,Debra Schisler,180,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Debra Schisler
ACCT 2401,601,Debra Schisler,180,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Debra Schisler
ACCT 2401,601,Debra Schisler,180,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Debra Schisler
ACCT 2401,602,Debra Schisler,180,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Debra Schisler
ACCT 2401,602,Debra Schisler,180,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Debra Schisler
ACCT 2401,603,Jan Workman,,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,required,,,,,Approved,Jan Workman
ACCT 2401,603,Jan Workman,,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Jan Workman
ACCT 2401,604,Jan Workman,,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,required,,,,,Approved,Jan Workman
ACCT 2401,604,Jan Workman,,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,Jan Workman
ACCT 2401,605,Joseph Reid,,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2401,605,Joseph Reid,,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2401,606,Joseph Reid,,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2401,606,Joseph Reid,,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2401,607,Joseph Reid,,978-1-264-01373-9,Combo LSC (ECU) ACCT 2401: LL w/connect 360 access for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2401,607,Joseph Reid,,978-1-264-00778-3,LSC (ECU) ACCT 2401: Print connect 360 access card for Financial Accounting Fundamentals,Wild,McGraw Hill,1/1/2019,7,choice,,,,,Approved,
ACCT 2521,601,Azita Movahed,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Azita Movahed
ACCT 2521,602,Azita Movahed,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Azita Movahed
ACCT 2521,603,Azita Movahed,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Azita Movahed
ACCT 2521,604,Michele Reisch,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,
ACCT 2521,605,Michele Reisch,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,
ACCT 2521,606,Michele Reisch,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,
ACCT 2521,607,Michele Reisch,,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,
ACCT 2521,1,Rachel Brassine,150,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Rachel Brassine
ACCT 2521,2,Rachel Brassine,150,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Rachel Brassine
ACCT 2521,3,Rachel Brassine,150,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Rachel Brassine
ACCT 2521,4,Rachel Brassine,150,978-1-260-67471-2,ACCT 2521: Managerial Accounting Bundle w/connect 360 day access ,Brewer,McGraw Hill,1/1/2019,,required,,,,,Approved,Rachel Brassine
ACCT 3561,601,Douglas Schneider,,978-9970-27-588-5,Acct 3561 Coursepak (ecurc),SCHNEIDER,Ecurc,,,required,,,*,*,Approved,Douglas Schneider
ACCT 3851,601,Anna Johnson,,0,Cengage Unlimited ,,,,,required,Cengage,https://www.cengage.com/unlimited/,,,Approved,Anna Johnson
ACCT 3851,602,Anna Johnson,,0,Cengage Unlimited ,,,,,required,Cengage,https://www.cengage.com/unlimited/,,,Approved,Anna Johnson
ACCT 4611,601,Zhan Furner,,978-1-260-43321-0,Principles of Taxation F/Business & Inv 2020 (EBOOK) ,Jones,McGraw-Hill Education,1/1/2019,23,choice,,,,,Approved,Zhan Furner
ACCT 4611,601,Zhan Furner,,978-1-260-43319-7,Loose Leaf for Principles of Taxation for Business and Investment Planning 2020 Edition,"Rhoades-Catanach, Shelley C. and Jones, Sally",McGraw-Hill Education,4/8/2019,23,choice,,,,,Approved,Zhan Furner
ACCT 4611,602,Zhan Furner,,978-1-260-43321-0,Principles of Taxation F/Business & Inv 2020 (EBOOK) ,Jones,McGraw-Hill Education,1/1/2019,23,choice,,,,,Approved,Zhan Furner
ACCT 4611,602,Zhan Furner,,978-1-260-43319-7,Loose Leaf for Principles of Taxation for Business and Investment Planning 2020 Edition,"Rhoades-Catanach, Shelley C. and Jones, Sally",McGraw-Hill Education,4/8/2019,23,choice,,,,,Approved,Zhan Furner
ACCT 4631,1,Stacie Tronto,36,978-0-89413-987-1,Internal Auditing,Reding,Iia,1/1/2017,4,optional,,,*,,Approved,Stacie Tronto
ACCT 4631,2,Stacie Tronto,36,978-0-89413-987-1,Internal Auditing,Reding,Iia,1/1/2017,4,optional,,,*,,Approved,Stacie Tronto
ACCT 4641,1,Amanda Peterson,,978-1-259-63315-7,Loose-Leaf for Accounting for Governmental & Nonprofit Entities with Connect Access Card,"Reck, Jacqueline and Reck, Jacqueline L.",McGraw-Hill Higher Education,2/11/2015,17,choice,,,,,Approved,Amanda Peterson
ACCT 4641,1,Amanda Peterson,,978-1-4534-0250-4,Acct 4641 Cafr Buncombe County,Schisler,Ecurc,1/1/2018,,required,,,,,Approved,Amanda Peterson
ACCT 4641,1,Amanda Peterson,,978-1-259-29492-1,Accounting for Governmental & Nonprofit Entities w/Connect eTxt Access Card,"Reck, Jacqueline; Lowensohn, Suzanne; Wilson Earl",McGraw Hill,1/1/2016,17ED,choice,,,,,Approved,Amanda Peterson
ACCT 4641,2,Amanda Peterson,,978-1-259-63315-7,Loose-Leaf for Accounting for Governmental & Nonprofit Entities with Connect Access Card,"Reck, Jacqueline and Reck, Jacqueline L.",McGraw-Hill Higher Education,2/11/2015,17,choice,,,,,Approved,Amanda Peterson
ACCT 4641,2,Amanda Peterson,,978-1-4534-0250-4,Acct 4641 Cafr Buncombe County,Schisler,Ecurc,1/1/2018,,required,,,,,Approved,Amanda Peterson
ACCT 4641,2,Amanda Peterson,,978-1-259-29492-1,Accounting for Governmental & Nonprofit Entities w/Connect eTxt Access Card,"Reck, Jacqueline; Lowensohn, Suzanne; Wilson Earl",McGraw Hill,1/1/2016,17ED,choice,,,,,Approved,Amanda Peterson
ACCT 6241,603,Amanda Peterson,,978-1-259-69387-8,Fundamentals Accounting (connect access),Wild,Mcgraw Hill,1/1/2016,23,choice,,,,,Approved,Amanda Peterson
ACCT 6241,603,Amanda Peterson,,978-1-260-07764-3,Gen Combo Looseleaf Fundamental Accounting Principles; Connect Access Card,"Wild, John and Wild, John J.",McGraw-Hill Education,10/24/2016,23,choice,,,,,Approved,Amanda Peterson
ACCT 6241,604,Amanda Peterson,,978-1-259-69387-8,Fundamentals Accounting (connect access),Wild,Mcgraw Hill,1/1/2016,23,choice,,,,,Approved,
ACCT 6241,604,Amanda Peterson,,978-1-260-07764-3,Gen Combo Looseleaf Fundamental Accounting Principles; Connect Access Card,"Wild, John and Wild, John J.",McGraw-Hill Education,10/24/2016,23,choice,,,,,Approved,
ACCT 6241,601,Mark McCarthy,,978-1-260-11892-6,FUNDAMENTAL ACCOUNTING PRINCIPLES (connect w/ebook access) avail mheducation.com,Wild,McGraw-Hill,1/1/2019,24,choice,,,,,Approved,Mark McCarthy
ACCT 6241,601,Mark McCarthy,,978-1-260-26072-4,Gen Combo Ll Fundamental Accounting Principles; Connect Access Card,"Wild, John J.",McGraw-Hill Education,9/14/2018,24,choice,,,,,Approved,Mark McCarthy
ACCT 6241,602,Mark McCarthy,,978-1-260-11892-6,FUNDAMENTAL ACCOUNTING PRINCIPLES (connect w/ebook access) avail mheducation.com,Wild,McGraw-Hill,1/1/2019,24,choice,,,,,Approved,Mark McCarthy
ACCT 6241,602,Mark McCarthy,,978-1-260-26072-4,Gen Combo Ll Fundamental Accounting Principles; Connect Access Card,"Wild, John J.",McGraw-Hill Education,9/14/2018,24,choice,,,,,Approved,Mark McCarthy
ACCT 6301,601,John Reisch,35,978-1-337-61967-7,Fraud Examination,"Albrecht, W. Steve, Albrecht, Chad O., Albrecht, Conan C., and Zimbelman, Mark F.",Cengage South-Western,5/1/2018,6,required,,,,*,Approved,John Reisch
ACCT 6521,602,Frederick Niswander,25,978-1-260-43381-4,Connect Access Card for Fundamental Managerial Accounting Concepts,"Olds, Philip R., Edmonds, Thomas P., and Tsay, Bor-Yi",McGraw-Hill Education,6/17/2019,9,choice,,,,,Approved,Frederick Niswander
ACCT 6521,602,Frederick Niswander,25,978-1-260-69622-6,GEN COMBO LL FUNDAMENTAL MANAGERIAL ACCOUNTING CONCEPTS; CONNECT Access Card,"Edmonds, Thomas P.",McGraw-Hill Education,4/10/2019,9,choice,,,,,Approved,Frederick Niswander
ACCT 6521,603,Frederick Niswander,25,978-1-260-43381-4,Connect Access Card for Fundamental Managerial Accounting Concepts,"Olds, Philip R., Edmonds, Thomas P., and Tsay, Bor-Yi",McGraw-Hill Education,6/17/2019,9,choice,,,,,Approved,Frederick Niswander
ACCT 6521,603,Frederick Niswander,25,978-1-260-69622-6,GEN COMBO LL FUNDAMENTAL MANAGERIAL ACCOUNTING CONCEPTS; CONNECT Access Card,"Edmonds, Thomas P.",McGraw-Hill Education,4/10/2019,9,choice,,,,,Approved,Frederick Niswander
ACCT 6621,1,Douglas Schneider,,978-1-4534-0006-7,Acct 6621 Coursepak (ecurc) Revised,,Ecurc,,null,required,,,*,*,Approved,Douglas Schneider
ACCT 6631,601,Anna Johnson,,978-0-357-70003-7,"Cengage Unlimited, 1 Term (4 Months) Printed Access Card",Cengage Learning and Cengage Learning Staff,Cengage Learning,6/22/2018,,required,,,,,Approved,Anna Johnson
ACCT 6641,1,Mark McCarthy,,978-1-264-09164-5,Advance Accounting  Looseleaf w/ Connect,"Hoyle, Schafer, Doupnik",McGraw Hill,,14e,choice,,,,,Approved,Mark McCarthy
ACCT 6641,1,Mark McCarthy,,978-1-260-36168-1,Advanced Accounting (connect) avail mheducation.com,Hoyle,McGraw-Hill,1/1/2021,14,choice,,,,,Approved,Mark McCarthy
ACCT 6701,1,Daniel Schisler,,,No textbooks selected,,,,,,,,,,Approved,Daniel Schisler
ACCT 6901,601,Daniel Schisler,,978-1-260-43306-7,Loose Leaf for Mcgraw-Hill's Taxation of Business Entities 2021 Edition,"Lewis, Troy, Ayers, Benjamin C., Worsham, Ronald G., Spilker, Brian C., and Barrick, John A.",McGraw-Hill Education,4/29/2020,12,choice,,,,,Approved,Daniel Schisler
ACCT 6901,601,Daniel Schisler,,978-1-264-15337-4, MCGRAW-HILL'S TAXATION OF BUSINESS ENTITIES 2021 EDITION (ebook),Spilker,McGraw-Hill,1/1/2021,2,choice,,,,,Approved,Daniel Schisler
ACCT 6971,601,Denise Dickins,30,978-0-9897101-1-4,A Real Look at Real World Corporate Governance,"Larcker, David and Tayan, Brian",Larcker-Tayan,8/31/2013,,required,,,,,Approved,Denise Dickins
ACCT 6971,601,Denise Dickins,30,978-1-259-96946-1,Ethical Obligations and Decision Making in Accounting : Text and Cases,"Mintz, Steven M.",McGraw-Hill Higher Education,1/1/2020,,required,,,,,Approved,Denise Dickins
ADED 6100,601,Phyllis Broughton,18,978-1-119-04959-3,Student Services : A Handbook for the Profession,Schuh,"Wiley & Sons, Incorporated, John",10/24/2016,6,required,,,,,Approved,Phyllis Broughton
ADED 6240,601,Tara Thompson,,978-1-133-93679-4,McKeachie's Teaching Tips,"McKeachie, Wilbert and Svinicki, Marilla",Wadsworth,1/1/2013,14,required,,,,,Approved,Tara Thompson
ADED 6240,601,Tara Thompson,,978-1-118-18068-6,Evidence-Based Teaching,TL (Teaching and Learning) and Teaching and Learning Staff,"Wiley & Sons, Incorporated, John",1/11/2012,,required,,,,,Approved,Tara Thompson
ADED 6445,601,Christy Rhodes,15,978-1-118-95509-3,Foundations of Adult and Continuing Education,"Ross-Gordon, Jovita M., Rose, Amy D., and Kasworm, Carol E.","Wiley & Sons, Incorporated, John",12/27/2016,,required,,,*,*,Approved,Christy Rhodes
ADED 6450,601,Phyllis Broughton,18,978-1-60709-654-2,Strategic Leadership,"Morrill, Richard L.",Rowmn,3/16/2010,,required,,,,,Approved,Phyllis Broughton
ADED 6450,601,Phyllis Broughton,18,978-1-118-44981-3,The American Community College,"Cohen, Arthur M., Brawer, Florence B., and Kisker, Carrie B.","Wiley & Sons, Incorporated, John",9/16/2013,6,required,,,,,Approved,Phyllis Broughton
ADED 6453,601,Kathy Lohr,,978-1-119-49048-7,Learning in Adulthood : A Comprehensive Guide,"Merriam, Sharan B., Baumgartner, Lisa M., and Caffarella, Rosemary S.","Wiley & Sons, Incorporated, John",2/5/2020,4,required,,,,,Approved,Kathy Lohr
ADED 6453,602,Kathy Lohr,15,978-1-119-49048-7,Learning in Adulthood : A Comprehensive Guide,"Merriam, Sharan B., Baumgartner, Lisa M., and Caffarella, Rosemary S.","Wiley & Sons, Incorporated, John",2/5/2020,4,required,,,,,Approved,Kathy Lohr
ADED 6487,601,Kathy Lohr,,978-0-7879-6893-9,Teaching Intensive and Accelerated Courses : Instruction That Motivates Learning,"Wlodkowski, Raymond J. and Ginsberg, Margery B.","Wiley & Sons, Incorporated, John",8/9/2010,,required,,,,,Approved,Kathy Lohr
ADED 6487,601,Kathy Lohr,,978-1-57524-319-1,Five Perspectives on Teaching : Mapping a Plurality of the Good in Teaching,"Pratt, Daniel D.",Krieger Publishing Company,11/1/2015,,required,,,,*,Approved,Kathy Lohr
ADED 6491,601,Christy Rhodes,25,978-0-13-477565-4,Practical Research : Planning and Design,"Leedy, Paul D., Ormrod, Jeanne Ellis, Leedy, Paul, and Ormrod, Jeanne",Pearson Education,2/9/2018,12,required,,,*,,Approved,Christy Rhodes
ADED 6491,602,Christy Rhodes,25,978-0-13-477565-4,Practical Research : Planning and Design,"Leedy, Paul D., Ormrod, Jeanne Ellis, Leedy, Paul, and Ormrod, Jeanne",Pearson Education,2/9/2018,12,required,,,*,,Approved,Christy Rhodes
ADED 6495,601,Steven Schmidt,15,978-1-5063-5744-7,Program Evaluation : Embedding Evaluation into Program Design and Development,"Giancola, Susan P.","SAGE Publications, Incorporated",2/14/2020,,required,,,*,,Approved,Steven Schmidt
ADED 6495,602,Steven Schmidt,15,978-1-5063-5744-7,Program Evaluation : Embedding Evaluation into Program Design and Development,"Giancola, Susan P.","SAGE Publications, Incorporated",2/14/2020,,required,,,*,,Approved,Steven Schmidt
ADRE 2003,1,Robert Morphet,,,No textbooks selected,,,,,,,,,,Approved,
ADRE 3000,601,Jennifer McDougal,20,978-1-4164-1000-3,"Disability, Society, and the Individual","Smart, Julie","PRO-ED, Incorporated",12/1/2015,3,required,,,*,,Approved,Jennifer McDougal
ADRE 3010,1,Jennifer McDougal,8,978-1-4164-1088-1,Case Management and Rehabilitation Counseling : Procedures and Techniques,"Roessler, Richard, Rubin, Stanford E., Rumrill, Phillip D., and Roessler, Richard T.","PRO-ED, Incorporated",12/14/2017,5,required,,,*,,Approved,Jennifer McDougal
ADRE 4000,1,Jennifer McDougal,8,978-1-305-27150-0,Essential Interviewing : A Programmed Approach to Effective Communication,"Evans, David R., Hearn, Margaret T., Uhlemann, Max R., and Ivey, Allen E.",Brooks/Cole,1/1/2016,9,required,,,*,,Approved,Jennifer McDougal
ADRE 4793,601,,,978-0-13-516693-2,Foundations of Addictions Counseling,"Capuzzi, David, Stauffer, Mark D., and Stauffer, Mark",Pearson Education,5/25/2019,4,required,,,,,Approved,
ADRE 6050,601,Susan Sherman,30,978-1-305-38945-8,"Issues and Ethics in the Helping Professions, Updated with 2014 ACA Codes (Book Only)","Corey, Cindy, Callanan, Patrick, Corey, Marianne Schneider, and Corey, Gerald",Cengage Learning,7/18/2014,9,required,,,,,Approved,Susan Sherman
ADRE 6250,1,William Atherton,20,,No textbooks selected,,,,,,,,,,Approved,William Atherton
ADRE 6250,601,William Atherton,20,,No textbooks selected,,,,,,,,,,Approved,William Atherton
ADRE 6300,1,Jennifer McDougal,12,978-1-305-26372-7,Theory and Practice of Counseling and Psychotherapy,"Corey, Gerald",Brooks/Cole,1/1/2016,10,required,,,*,,Approved,Jennifer McDougal
ADRE 6300,1,Jennifer McDougal,12,978-0-13-469489-4,45 Techniques Every Counselor Should Know,"Erford, Bradley T. and Erford, Bradley",Pearson Education,1/28/2019,3,required,,,*,*,Approved,Jennifer McDougal
ADRE 6300,601,Jennifer McDougal,12,978-1-305-26372-7,Theory and Practice of Counseling and Psychotherapy,"Corey, Gerald",Brooks/Cole,1/1/2016,10,required,,,*,,Approved,Jennifer McDougal
ADRE 6300,601,Jennifer McDougal,12,978-0-13-469489-4,45 Techniques Every Counselor Should Know,"Erford, Bradley T. and Erford, Bradley",Pearson Education,1/28/2019,3,required,,,*,*,Approved,Jennifer McDougal
ADRE 6310,2,,15,,No textbooks selected,,,,,,,,,,Approved,William Atherton
ADRE 6310,1,Jennifer McDougal,12,978-1-305-86578-5,Intentional Interviewing and Counseling : Facilitating Client Development in a Multicultural Society,"Ivey, Allen E., Ivey, Mary Bradford, Zalaquett, Carlos P., and Ivey, Allen",Brooks/Cole,1/1/2017,9,required,,,*,*,Approved,Jennifer McDougal
ADRE 6310,1,Jennifer McDougal,12,978-0-357-36627-1,Becoming a Helper,"Corey, Marianne Schneider and Corey, Gerald",Brooks/Cole,1/1/2020,8,required,,,,,Approved,Jennifer McDougal
ADRE 6370,601,Susan Sherman,,978-1-4129-9952-6,Social Justice Counseling : The Next Steps Beyond Multiculturalism,"Chung, Rita Chi-Ying and Bemak, Frederic P.","SAGE Publications, Incorporated",10/20/2011,,required,,,,,Approved,Susan Sherman
ADRE 6370,601,Susan Sherman,,978-1-55620-369-5,Multicultural Issues in Counseling,Lee,American Counseling Assoc,1/1/2019,5ED,required,,,,,Approved,Susan Sherman
ADRE 6703,601,,,978-0-926544-39-0,Uppers Downers All Arounders 8th Ed,"Inaba, Darryl","CNS Publications, Inc.",8/5/2014,8,required,,,,,Approved,
ADRE 6793,601,,,978-0-13-516693-2,Foundations of Addictions Counseling,"Capuzzi, David, Stauffer, Mark D., and Stauffer, Mark",Pearson Education,5/25/2019,4,required,,,,,Approved,
ADRE 7601,1,Stephen Leierer,,978-0-7619-7101-6,Organizational Research Methods,"Brewerton, Paul M., Millward, Lynne J., and Millward, Lynne",Sage,7/12/2001,,required,,,*,*,Approved,Stephen Leierer
ADRE 7601,1,Stephen Leierer,,978-0-8400-3427-4,Management of Human Service Programs,"Lewis, Judith A., Packard, Thomas R., and Lewis, Michael D.",Brooks/Cole,8/15/2011,5,required,,,*,*,Approved,Stephen Leierer
ADRE 7601,1,Stephen Leierer,,978-1-5063-6231-1,Leadership : Theory and Practice,"Northouse, Peter G.","SAGE Publications, Incorporated",3/16/2018,8,required,,,*,*,Approved,Stephen Leierer
ADRE 7601,1,Stephen Leierer,,978-1-4699-5590-2,The Elements of Style: Updated and Annotated for Present-Day Use,"Pritchard, Stanford",CreateSpace Independent Publishing Platform,1/20/2012,,required,,,*,*,Approved,Stephen Leierer
ADRE 7601,1,Stephen Leierer,,978-1-4338-3216-1,Publication Manual of the American Psychological Association,American Psychological Association,American Psychological Association,10/1/2019,7,required,,,,,Approved,Stephen Leierer
ANTH 1001,603,Charles Ewen,,978-0-19-009641-0,"Frauds, Myths, and Mysteries : Science and Pseudoscience in Archaeology","Feder, Kenneth L.","Oxford University Press, Incorporated",12/23/2019,10,required,,,*,*,Approved,Charles Ewen
ANTH 1001,601,Heidi Luchsinger,,978-0-19-009641-0,"Frauds, Myths + Mysteries",Feder,Oxford,1/1/2020,10,required,,,,,Approved,
ANTH 1001,602,Heidi Luchsinger,,978-0-19-009641-0,"Frauds, Myths + Mysteries",Feder,Oxford,1/1/2020,10,required,,,,,Approved,
ANTH 1001,604,Laura Mazow,116,978-0-19-009641-0,"Frauds, Myths, and Mysteries : Science and Pseudoscience in Archaeology","Feder, Kenneth L.","Oxford University Press, Incorporated",12/23/2019,10,required,,,*,,Approved,Laura Mazow
ANTH 1050,602,Benjamin Brooks,20,978-1-4786-3063-0,Distant Mirrors : America As a Foreign Culture,,"Waveland Press, Incorporated",12/1/2015,4,required,,,,,Approved,Benjamin Brooks
ANTH 1050,606,Benjamin Brooks,20,978-1-4786-3063-0,Distant Mirrors : America As a Foreign Culture,,"Waveland Press, Incorporated",12/1/2015,4,required,,,,,Approved,Benjamin Brooks
ANTH 1050,601,Jami Leibowitz,,,No textbooks selected,,,,,,,,,,Approved,Jami Leibowitz
ANTH 1200,601,James Loudon,116,978-0-684-83929-5,The Serpent and the Rainbow,"Davis, Wade",Simon & Schuster,8/5/1997,,required,,,,,Approved,James Loudon
ANTH 1200,601,James Loudon,116,978-1-4516-6799-8,The Science of Monsters : The Origins of the Creatures We Love to Fear,"Kaplan, Matt",Scribner,10/8/2013,,required,,,,,Approved,James Loudon
ANTH 2010,601,Robert Bunger,50,978-0-495-64328-9,Sinhalese Village In Sri Lanka (custom),"Baker and Baker, Victoria J.",Cengl,1/1/2008,,required,,,*,*,Approved,Robert Bunger
ANTH 2010,601,Robert Bunger,50,978-0-88133-435-7,Netsilik Eskimo (w/276 Pgs),"Balikci, Asen",Wave,5/1/1989,,required,,,*,*,Approved,Robert Bunger
ANTH 2010,601,Robert Bunger,50,978-0-8400-0097-2,Fields On The Hoof,EKVALL,Ecurc,,,required,,,*,*,Approved,Robert Bunger
ANTH 2010,601,Robert Bunger,50,978-0-520-05065-5,Jivaro,"Harner, Michael J.",Ucal,9/25/1984,,required,,,*,*,Approved,Robert Bunger
ANTH 2016,601,James Loudon,,,No textbooks selected,,,,,,,,,,Approved,James Loudon
ANTH 2016,602,James Loudon,,,No textbooks selected,,,,,,,,,,Approved,James Loudon
ANTH 2016,603,James Loudon,,,No textbooks selected,,,,,,,,,,Approved,James Loudon
ANTH 2016,604,James Loudon,,,No textbooks selected,,,,,,,,,,Approved,James Loudon
ANTH 2200,299,Benjamin Brooks,30,978-0-520-07634-1,Susto : A Folk Illness,"Rubel, Arthur J., Collado-Ardon, Rolando, and O'Nell, Carl W.",University of California Press,10/10/1991,,required,,,,,Approved,Benjamin Brooks
